id	sentiment	review
1861	0	It s so cold Swim Rose
1862	0	Come on  Here
1863	1	Keep swimming  Come on
1864	1	Here get on it
1865	1	Get on top
1866	1	Come on Rose
1867	1	Stay on it  Stay on Rose
1868	1	It ll be all right now
1869	1	You ll be all right now
1870	1	Return the boats
1871	1	The boats are coming back for us Rose
1872	2	Hold on just a little bit longer
1873	2	They had to row away for the suction
1874	0	but now they ll be coming back
1875	0	For God s sake
1876	0	Please help us
1877	2	You don t understand
1878	2	If we go back they ll swamp the boat  They ll pull us right down I m telling you
1879	2	Knock it off  You re scaring me
1880	1	Come on girls grab an oar  Let s go
1881	2	Are you out of your mind  We re in the middle of the North Atlantic
1882	2	Now do you people want to live or do you want to die
1883	0	I don t understand a one of you
1884	0	What s the matter with you  It s your men out there
1885	0	There s plenty of room for more
1886	2	And there ll be one less on this boat
1887	2	If you don t shut that hole in your face
1888	0	Bring in your oars over there
1889	0	Tie these two boats together as well
1890	0	Now make sure that s tied up nice and tight
1891	0	Right listen to me men  We have to go back
1892	0	I want to transfer all the women from this boat into that boat right now
1893	0	As quick as you can please
1894	0	Let s create some space over there  Move forward and out
1895	0	It s getting quiet
1896	0	It s just going to take a couple of minutes to get the boats organized
1897	0	I don t know about you
1898	0	but I intend to write a stronglyworded letter
1899	0	to the White Star Line about all this
1900	4	I love you Jack
1901	0	Don t you do that
1902	0	Don t you say your goodbyes
1903	0	Not yet  Do you understand me
1904	1	I m so cold
1905	0	Listen Rose
1906	1	you re gonna get out of here
1907	1	You re gonna go on
1908	1	and you re gonna make lots of babies
1909	1	And you re gonna watch them grow
1910	1	You re gonna die an old lady warm in her bed
1911	1	Not here
1912	1	Not this night
1913	1	Not like this  Do you understand me
1914	0	I can t feel my body
1915	4	Winning that ticket was the best thing that ever happened to me
1916	4	It brought me to you
1917	4	And I m thankful for that Rose
1918	4	I m thankful
1919	4	You must
1920	4	do me this honor
1921	4	You must promise me that you ll survive
1922	4	That you won t give up
1923	4	no matter what happens
1924	4	No matter how hopeless
1925	4	Promise me now Rose
1926	4	And never let go of that promise
1927	4	I promise
1928	4	Never let go
1929	4	I ll never let go Jack
1930	0	I ll never let go
1931	0	Right ahead sir
1932	1	Oars
1933	1	Do you see any moving
1934	1	No sir  None moving sir
1935	1	Check them
1936	1	Bring that oar up here
1937	1	Check them  Make sure
1938	1	These are dead sir
1939	1	Now give way  Ahead easy
1940	1	Careful with your oars  Don t hit them
1941	1	Is there anyone alive out there
1942	1	Can anyone hear me
1943	1	Is there anyone alive out there
1944	1	We waited too long
1945	1	Keep checking them  Keep looking
1946	1	Is there anyone alive out there
1947	1	Can anyone hear me
1948	1	In my flying machine
1949	1	And up she goes
1950	1	Up she goes
1951	1	Come Josephine
1952	1	In my flying machine
1953	1	Jack
1954	1	There s a boat
1955	1	Jack
1956	1	There s a boat Jack
1957	1	Come back
1958	1	Come back
1959	1	Hello
1960	1	Can anyone hear me
1961	1	There s nothing here sir
1962	1	Come back
1963	1	I ll never let go  I promise
1964	1	Come about
1965	1	1  500 people went into the sea
1966	1	when Titanic sank from under us
1967	0	There were 20 boats floating nearby
1968	0	and only one came back
1969	0	One
1970	0	6 were saved from the water
1971	0	myself included
1972	0	6 out of 1  500
1973	1	Afterward the 700 people in the boats
1974	1	had nothing to do but wait
1975	1	Wait to die wait to live
1976	1	Wait for an absolution
1977	1	that would never come
1978	1	Sir I don t think you ll find any of your people down here
1979	0	It s all steerage
1980	0	His hair is reddish brown and a white beard
1981	0	Isn t there another passenger list There s no other list
1982	0	Perhaps he s on another ship We re doing all we can
1983	0	That s the last time I ever saw him
1984	0	He married of course and inherited his millions
1985	0	But the crash of  29 hit his interests hard
1986	0	And he put a pistol in his mouth that year
1987	0	Or so I read
1988	4	Can I take your name please love
1989	4	Dawson
1990	4	Rose Dawson
1991	4	Thank you
1992	4	We never found anything on Jack  There s no record of him at all
1993	4	No there wouldn t be would there
1994	4	And I ve never spoken of him until now  Not to anyone
1995	4	Not even your grandfather
1996	4	A woman s heart is a deep ocean of secrets
1997	4	But now you know there was a man named Jack Dawson
1998	4	and that he saved me
1999	4	in every way that a person can be saved
2000	4	I don t even have a picture of him
2001	4	He exists now only in my memory
2002	0	Keldysh Mir2 on our way to the surface
2003	0	I was saving this for when I found the diamond
2004	1	I m sorry
2005	1	3 years
2006	1	I ve thought of nothing except Titanic
2007	1	But I never got it
2008	1	I never let it in
2009	4	Every night in my dreams
2010	4	I see you
2011	4	I feel you
2012	4	That is how I know you go on
2013	4	Far across the distance
2014	4	And spaces between us
2015	4	You have come to show you go on
2016	4	Near
2017	4	Far
2018	4	Wherever you are
2019	4	I believe that the heart does go on
2020	4	Once more
2021	4	you open the door
2022	4	and you re here in my heart
2023	4	and my heart will go on and on
2024	4	Love can touch just one time
2025	4	and last for a lifetime
2026	4	and never let go till we re gone
2027	4	Love was when I loved you
2028	4	One true time I hold to
2029	4	In my life we ll always go on
2030	4	Near
2031	4	Far
2032	4	Wherever you are
2033	4	I believe that the heart does go on
2034	4	Once more
2035	4	you open the door
2036	4	and you re here in my heart
2037	4	and my heart will go on and on
2038	4	You re here
2039	4	There s nothing I fear
2040	4	And I know that my heart will go on
2041	4	We ll stay
2042	4	forever this way
2043	4	You are safe in my heart
2044	4	and my heart will go on and on
2045	0	and love
2046	0	Little girl
2047	0	I m a policeman
2048	0	Little girl
2049	4	Don t be afraid
2050	0	Little girl
2051	0	www addic7ed com resync by Doomxknight
2052	0	What s the difference between men and women
2052	1	Is this a joke  No  serious
2054	1	I never met a woman who knew how to turn off a light
2055	1	They re born thinking in a switch  it only goes one way
2056	1	On
2057	1	blond lit room
2058	1	I mean every woman  every lady has a  I swear to God
2059	1	Come home
2060	1	house all lit up
2061	1	and my job  apparently because
2062	1	because my chromosomes happen to be different
2063	1	cause I then gotta walk through that house
2064	1	turn off every single light this chick left on
2065	1	Is that right  Yeah  baby
2066	1	Alright  Reverend Shane s preaching to you now  boy
2067	1	The same chick  mind ya
2068	1	She ll bitch about global warming
2069	1	That s when Reverend Shane wants to
2070	1	quote from the Guy Gospel and say  Um  darling
2071	1	maybe you  and every other pair of books on this planet
2072	1	just figured out that the light switch
2073	1	see  goes both ways
2074	1	maybe we wouldn t have so much global warming
2075	1	You say that  Yeah
2076	1	Anyway  uh
2077	0	Polite version
2078	0	Still man  that  that earns me this
2079	0	This look and loathing you would not believe
2080	1	And that s when the exorcist voice pops out
2081	1	You sound just like my damn father
2082	1	Always  always yelling about the power bill
2083	1	telling me to turn off the damn lights
2084	1	What do you say to that  You know what I wanna say
2085	1	I wanna say Bitch  you mean to tell me you ve been hearing this your entire life
2086	1	and you are still too damn stupid to learn how to turn off a switch
2087	0	You know
2088	0	I don t actually say that  tho
2089	0	That would be bad  Yeah  go with the uh
2090	0	the polite version there
2091	0	Very wise  Yes  sir
2092	0	So how s it with Lori  man
2093	0	She s good  She s good at turning off lights
2094	0	Really good  I don t know why sometimes
2095	0	Not what I meant
2096	0	We didn t have a great night  Look  man  I may have a
2097	0	fail to amuse with my sermon  but I did try
2098	0	The least you could do is speak
2099	1	That s what she always says Speak  Speak
2100	2	You think I was the most closed mouth son of a bitch you d ever hear to hear her tell it
2101	0	Do you express your thoughts
2102	0	You share your feelings and that kind of stuff
2103	0	The thing is
2104	0	lately whenever I try
2105	1	everything I say makes her impatient
2106	0	like she didn t want to hear it after all
2107	0	It s like she s
2108	1	pissed at me all the time  and I don t know why
2109	1	Look  man  that s just shit couples go through
2110	0	Nah  it s  It s a phase
2101	0	Last thing she said this morning  Mm
2102	0	Sometimes I wonder if you even care about us at all
2103	0	She said that in front of our kid
2104	1	Imagine going to school with that in your head
2105	0	Difference between men and women
2106	0	I would never say something that cruel to her
2107	0	Certainly not in front of Carl
2108	0	All available units  high speed pursuit in progress
2109	2	Lincoln county units request local assistance
2110	0	Highway 18 south GTAAD W217 243
2111	2	Proceed with extreme caution
2112	1	Suspects are two male Caucasians
2113	2	Be advised  they have fired on police officers
2114	0	One Lindon county officer is wounded
2115	0	Unit 1  Unit 3  please
2116	0	18  2 miles west of lnterstate 85 and we ll patch in Lindon County Sheriff radio
2117	0	Roger that  We re 5 minutes out on the route 18 intersection
2118	0	Dispatch  Unit 1  Unit 3  we are 10 97 in code 100
2119	0	Highway 18  Interstate  please advise
2120	4	Hey nice job
2121	1	Sounds like they re chasing those idiots up and down every back road we got
2122	0	Hey  we ll get them on one of those video shows  you know
2123	0	like World s craziest police chases  what do you think
2124	0	What I think  Leon  is that you need to stay focused
2125	0	Make sure you got a round in the chamber and your safety off
2126	0	Would be kind of cool to get on one of them shows
2127	1	Holy shit
2128	2	Gun  gun  gun  Put it down
2129	0	Put the gun down
2130	2	Rick  I m alright
2131	2	I saw you get tagged  man  it scared the hell out of me
2132	2	Me too
2133	1	Son of a bitch shot me  You believe that
2134	0	We ll get you a new vest
2135	0	Yeah
2136	1	Shane  you do not tell Lori that happened  Ever
2137	0	You understand  Aah
2138	2	Rick  Rick  No  no  no
2139	2	Shh  shh  shh
2140	0	No  no  no  no
2141	0	He s hurt
2142	3	I like you
2143	0	You get that ambulance down here  you tell them there s an officer down  you do it now
2144	2	Shh  shh  shh  hey  you look at me  stay with me  you hear me  Shh  shh  okay
2145	2	Shh  shh  stay with me  you hear me
2146	2	Shh  shh  ok
2147	2	You stay with me  ok
2148	0	Hey  bud
2149	0	We re still here
2150	0	We re still hanging in
2150	0	Look  I m sorry  man
2152	1	I m mean watching the same crap every time I come in here
2153	1	Everybody pitched in on these  They uh
2154	2	They wanted me to bring them down  they send their love and they just
2155	1	They hope you come back real soon
2156	0	Linda and Diane from dispatch  they picked these out
2157	0	You probably could tell  hmm
2158	0	I ll just set this on your side table  ok
2159	0	That vase has something special
2160	4	Fess up  Did you steal it from your Grandma Gene s house
2161	0	I hope you left her that spoon collection
2162	0	Shane
2163	0	Shane  you in the john
2164	2	Nurse  help
2165	2	Nurse
2166	2	Help
2167	0	Lori
2168	2	Lori
2169	2	Carl
2170	2	Carl
2171	2	Lori  Carl
2172	2	Lori  Carl
2173	0	Is this real  Am I here
2174	0	Wake  wake up
2175	0	Daddy  daddy  Carl
2176	4	Carl
2177	4	I found you
2178	0	Daddy  I got this sumbitch  I m gonna smack him dead
2179	1	He say something  I thought I heard him say something
2180	0	He called me Carl  Son  you know they don t talk
2181	0	Hey  mister
2182	0	What s that bandage for
2183	1	What  What kind of wound
2184	1	You answer me  damn you
2185	1	What s your wound
2186	1	You tell me
2187	0	Or I will kill you
2188	0	Got that bandage changed out  It was pretty rank
2189	0	What was  The wound
2190	0	Gun shot  Gun shot
2191	0	What else  Anything
2192	1	Gun shot ain t enough
2193	1	Look  I ask and you answer
2194	1	It s common courtesy  right
2195	0	Did you get bit
2196	1	Bit  Bit  Chewed
2197	1	Maybe scratch  Anything like that
2198	0	No  I got shot
2199	0	Just shot  As far as I know
2200	1	Hey
2201	1	Just let me
2202	0	Feels cooler now
2203	0	Fever would have killed you by now
2204	0	I don t think I have one  Be hard to miss
2205	0	Take a moment  eh
2206	0	Look how sharp it is
2207	0	You try anything
2208	0	I will kill you with it  and don t you think I won t
2209	0	Come on up when you re able
2210	0	Come on
2211	0	This place
2212	0	It s Fred and Cindy Drake s
2213	0	Never met them
2214	0	I ve been here  This is their place
2215	0	It was empty when we got here
2216	1	Don t do that
2217	2	They ll see the light
2218	2	There s more of them out there than usual
2219	2	I never should have fired that gun today
2220	0	The sound draws them  now they re all over the street
2221	1	Stupid  using a gun
2222	0	It all happened so fast
2223	0	I didn t think  You shot that man today
2224	0	Man
2225	1	No man  What the hell was that out of your mouth just now
2226	1	It wasn t a man  You shot him
2227	1	In this street  out front  a man
2228	2	For him  you need glasses  that was a walker
2229	0	Come on
2230	0	Sit down  before you fall down
2231	0	Here  Eat
2232	0	Daddy
2233	4	Blessing
2234	0	Yeah
2235	4	Father  we thank thee for this food
2236	4	Thy blessings
2237	4	We ask you to watch over us in these crazy days
2238	4	Amen  Amen
2239	1	Hey  mister  do you even know what is going on
2240	0	I woke up today
2241	0	In a hospital
2242	0	Came home  that s all I know
2243	0	But you know about the dead people  right  Yeah  I saw a lot of that
2244	0	Out on the loading dock  hauling trucks
2245	0	No
2246	0	Not the one s they put down
2247	0	The one s they didn t  The walkers
2248	0	Like the one I shot today
2249	2	Cause he would have ripped into you
2250	2	Try to eat you  take him some flesh at least
2251	0	But I guess if this is the first you re hearing
2252	0	I know how it must sound
2253	2	They re out there now  in the street  Yeah
2254	2	They re even more active after dark sometimes
2255	2	Maybe it s the cool air or
2256	2	Hell  maybe it s just me firing up that gun today
2257	4	But we ll be fine long as we stay quiet
2258	4	Probably wander off by morning
2259	0	Well  listen
2260	0	One thing I do know
2261	1	Don t you get bit
2262	2	We saw your bandage and that s why we were afraid of
2263	2	Bites kill you
2264	2	The fever  burns you out
2265	2	But then after a while
2266	2	You come back
2267	2	Seen it happen
2268	2	Come on
2269	0	Carl
2270	0	He your son
2271	0	William
2272	0	He said his name today
2273	0	He s a little younger
2274	0	than your boy
2275	0	And he s with his mother
2276	0	I hope so
2277	0	Dad  Yeah
2278	0	Did you ask him
2279	0	Your gun shot
2280	0	We got a little bet going  My boy say you re a
2281	0	bank robber
2282	0	Yeah
2283	4	That s me  Deadly as Dillinger  Kapow
2284	0	Sheriff s deputy
2285	0	Aha
2286	4	Hey  it s ok  daddy s here
2287	0	It s nothing
2288	0	One of them must ve bumped a car
2289	0	You sure  Happened once before
2290	0	Went off a few minutes
2291	0	Get the light  Dwayne
2292	0	It s the blue one  down the street
2293	0	Same one as last time
2294	0	I think we re ok
2295	1	That noise
2296	2	Will it bring more of them
2297	0	Nothing to do about it now
2298	0	Just have to wait  em out till morning
2299	0	She s here
2300	0	Don t look  Get away from the windows
2301	0	I said go  Come on
2302	0	Come on  quiet
2303	0	Shh  shh
2304	0	It s ok  here  Cry into the pillow
2305	0	Can you remember
2306	0	Shh
2307	0	She  uh
2308	0	She died in the other room  on that bed
2309	0	Nothin  I can do about it here
2310	0	That fever  man
2311	0	Her skin gave off heat like a furnace
2312	0	Should have put her down  I should have put her down  I know that  but
2313	0	You know what
2314	0	I just didn t have it in me
2315	0	She s the mother of my child
2316	0	You sure  They re dead
2317	0	They have to ask  at least one more time
2318	0	They re dead  Except for something in the brain
2319	0	That s why it s gotta be the head
2320	0	You alright
2321	0	Need a moment
2322	0	They re alive
2323	0	My wife and son
2324	0	At least they were when they left
2325	0	How can you know
2326	0	By the look of this place  I found empty drawers in the bedroom
2327	0	They packed some clothes  Not a lot
2328	0	But enough to travel
2329	0	You know anybody could ve broken in here and stolen clothes  right
2330	0	You see the framed photos on the walls
2331	0	Neither do I  Some random thief took those too  you think
2332	0	My photo albums  family pictures  all gone
2333	0	Photo albums
2334	0	My wife
2335	0	Same thing
2336	0	Here I am  packing survival gear  she s grabbing photo albums
2337	0	They re in Atlanta  I ll bet
2338	0	That s right
2339	0	Why there  Refugee settle
2340	0	Huge  when they said it  before the broadcast stopped
2341	0	Military protection  food  shelter
2342	0	They told people to go there
2343	0	Said to be safest
2344	0	Plus they got that disease place
2345	0	Center for Disease Control
2346	0	Said they were working on how to solve this thing
2347	0	Gas and light have been down for maybe a month
2348	0	Station got its own propane system
2349	0	Pilot s still on
2350	0	Oh  my Lord
2351	0	Hot water
2352	4	Whoo  That feels good  right
2353	4	Dwayne
2354	4	Dress in room back there
2355	0	What you say  Dwayne
2356	4	Thank you
2357	4	Mhm
2358	4	Atlanta sounds like a good deal
2359	4	Safer anyway  People
2360	4	That s where we were heading
2361	4	Things got crazy  Man  you won t believe
2362	0	The panic
2363	0	Streets won t fit to be on  and then we ll
2364	2	My wife
2365	0	couldn t travel  no  not with our herd
2366	0	so we had to find a place to lay low
2367	0	And then  after she died
2368	0	We just stayed hunkered down
2369	0	I guess we just froze in place
2370	0	Plan to move on
2371	0	Haven t worked up to it yet
2372	0	A lot of it s gone missing
2373	0	Dad  can I learn to shoot
2374	0	I m old enough
2375	1	Hell yes you re going to learn
2376	0	We gotta do it carefully  teach you to respect the weapon
2377	0	That s right  It s not a toy
2378	2	You pull the trigger  you have to mean it  Always remember that  Dwayne
2379	1	Yes  sir
2380	0	Here
2381	0	Go on
2382	0	Take that one
2383	0	Nothing fancy
2384	0	Scope s accurate
2385	0	Conserve your ammo  Goes faster than you think  Especially at target practice
2386	0	Dwayne
2387	0	Yeah  Take this to the car
2388	0	You sure you won t come along
2389	0	A few more days
2390	0	By the end  Dwayne will know how to shoot and I won t be so rusty
2391	4	You got one better
2392	0	I ll turn mine on  a few minutes every day at dawn
2393	0	You get up there  that s how you find me
2394	0	You think they re here  Can t afford not to
2395	0	Not anymore  Look  just one thing
2396	0	They may not seem like much one at a time
2397	2	but in a group all round up and hungry
2398	2	They you watch your ass  You too
2399	4	You a good man  Rick
2400	4	I hope you find your wife and son
2401	4	Be seeing you  Dwayne
2402	0	Take care of your old man  Yes  sir
2403	0	Leon Bessi
2404	1	Didn t think much of him
2405	1	Careless and dumb  but
2406	0	can t leave him like this
2407	2	You know  if they hear the shot
2408	2	Let s not be here when they show up  Let s go  son
2409	0	Come on
2410	0	Read your comic books a while
2411	0	Daddy ll be upstairs
2412	0	Daddy  It s alright  Dwayne
2413	0	You stay there  son  Don t come up here
2414	0	Come on  baby
2415	2	I m sorry this happened to you
2416	0	Come on  come on
2417	0	Broadcasting on emergency channel
2418	0	We ll be approaching Atlanta on Highway 85
2419	0	Anybody reads  please respond
2420	0	Hello  Hello
2421	0	Can anybody hear my voice
2422	0	Anybody out there  Anybody hears me  please respond
2423	0	Hello  can you hear my voice
2424	0	Hello  Hello  Can anybody hear my voice
2425	0	Hey  Hello
2426	0	Can you hear my voice  Yes  I can hear you
2427	0	You re coming through  Over
2428	0	Anybody who reads  please respond
2429	0	Broadcasting on emergency channel
2430	0	We ll be approaching Atlanta on Highway 85
2431	0	Anybody reads  please respond
2432	0	We re just outside the city
2433	0	Damnit
2434	0	Hello
2435	0	Hello
2436	0	He couldn t hear me  I couldn t warn him
2437	0	Try to raise him again
2438	0	Come on  son  You know best how to work this thing
2439	0	Hello  hello  is the person who calls still on the air
2440	0	This is officer Shane Walsh  broadcasting a person unknown  please respond
2441	0	He s gone
2442	4	There are others  It s not just us
2443	0	Yeah  We knew there would be  right  that s why we let the CB on
2444	4	Lot of good it s been doing
2445	0	And I ve been saying for a week  we ought to put signs up on 85
2446	2	to warn people away from the city
2447	2	Folks got no idea what they re getting into
2448	2	We don t have enough time
2449	2	I think we need to make time
2450	0	Yeah  that  uh
2451	0	That s a luxury we can t afford
2452	2	We are surviving here  We are day to day
2453	1	And who the hell would you propose to send
2454	0	I ll go  Give me a vehicle
2455	0	Nobody goes anywhere alone  you know that
2456	0	Yes  sir
2457	0	Hey  hey  hey  come on  take a sit  buddy  You re alright  go on  you re alright
2458	1	What  you re pissed at me
2459	1	Well pissing me all you want won t gonna change anything
2460	0	I m not putting you in danger  okay  I m not doing it for anything
2461	1	I make you feel like sometimes you wanna slap me outside the head
2462	1	I ll tell you what  girl  You feel that need  you go right ahead  I m right here
2463	1	You cannot walk off like that
2464	1	all half cocked
2465	1	Look  if you don t wanna do it for my sake or for your sake  that s fine
2466	0	But just
2467	0	You do it for him
2468	0	That boy has been through too much
2469	0	And he s not losing his mother too  ok
2470	0	Okay
2471	0	Ok  fine
2472	0	You tell me okay
2473	0	It s not hard
2474	0	Hey
2475	0	Mom
2476	0	What s up  buddy  She s in there  go on
2477	0	Hey
2478	0	I don t want you to worry  Your mom is not going anywhere
2479	0	Okay
2480	0	Yeah  Yeah  Yeah  Go finish your chores  Okay
2481	0	Hello
2482	0	Police officer out here
2483	0	Can I borrow some gas
2484	0	Hello
2485	0	Hello
2486	0	Anybody home
2487	0	Easy now  easy
2488	0	I m not gonna hurt you
2489	0	Nothing like that
2490	0	More like a proposal
2491	0	Atlanta s just down the road ways
2492	4	It s safe there
2493	4	Food  shelter  people  other horses too  I bet
2494	4	How s that sound
2495	4	There we go  Good boy
2496	4	Good boy  Now come with me  Come with me
2497	4	Let s go easy  ok  I haven t done this for years
2498	4	Easy  Easy  boy  Easy  easy  easy
2499	4	Let s go
2500	0	Steady  It s just a few  Nothing we can t outrun
2501	0	Okay  whoa whoa whoa
2502	0	Lori  Carl  I m sorry
2503	0	Hey  you
2504	1	Dumb ass
2505	1	Hey  you in the tank
2506	0	Cozy in there